,comment,date
813,"Photo by allabouteve.kdrama on August 06, 2020. 이미지: 사람 1명.","August 06, 2020"
814,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on September 02, 2020 tagging @marieclairekorea, @salt_ent, and @geewonii. 이미지: 사람 1명 이상, 서 있는 사람들, 풀밭, 실외, 자연, 문구: 'dofpdavi'.","September 02, 2020"
815,"Photo by @koreanfilm_insight on May 14, 2020. 이미지: 사람 2명.","May 14, 2020"
816,"Photo shared by 아야카♥♥ on April 01, 2020 tagging @phs1116. 이미지: 사람 2명, 텍스트.","April 01, 2020"
817,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on March 14, 2020 tagging @parkjin_91, and @geewonii. 이미지: 사람 9명, 문구: 'IG ARTHDALCHRONICLES ដង'.","March 14, 2020"
818,"Reposted from @akirahsuchiuliang 2018.04.13 highcutstar IG Update •
•

highcutstar 
40대 대표 장동건, 20대 대표 박형식. 비주얼 국가대표 배우 두 명의 화보를 하이컷 220호에서 만나보세요!👬📸
.
#하이컷 #HIGHCUT #하이컷스타 #HIGHCUTSTAR #장동건 #박형식 @phs1116
•

highcutstar 
Jang Dong-Gun, a representative in his 40s, and Park Hyung-Sik, a representative in his 20s. Meet the two visual national team actors in High Cut 220!👬📸
.
#HIGHCUT #HIGHCUT #HIGHCUTSTAR #HIGHCUTSTAR #Park Hyung-sik @phs1116

@highcutstar 🙏💖 - #regrann .
.
.
Thank you so much~🥰💕💕",
819,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 12, 2020 tagging @gobogyeol, @kimokvin, @sungcheol2, @s.jongho, @geewonii, @upjerb, and @sooyaaa__. 이미지: 사람 12명, 문구: 'mom I want them ΦΝΕ For them'.","May 12, 2020"
820,"Photo by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on April 29, 2020. 사진 설명이 없습니다..","April 29, 2020"
821,"Photo by 오희종 on June 06, 2020. 이미지: 사람 2명, 서 있는 사람들, 실외.","June 06, 2020"
822,"Photo shared by ARTHDAL CHRONICLES INDONESIA on June 02, 2020 tagging @sooyaaa__. 이미지: 사람 1명.","June 02, 2020"
823,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on March 14, 2020 tagging @kimokvin, @tvn_joy, and @tvndrama.official. 이미지: 사람 1명, 서 있음.","March 14, 2020"
824,"Photo shared by ARTHDAL CHRONICLES 아스달연대기 on April 15, 2020 tagging @kimokvin, and @noonaofmanila. 이미지: 사람 1명.","April 15, 2020"
825,"Photo by JaeHoon Jeong in 수성못 (Suseong Lake). 이미지: 사람 1명, 앉기, 테이블, 실내.",
826,"Photo by 📣Before Account Songsong0723 on July 12, 2020. 이미지: 사람 2명, 서 있는 사람들.","July 12, 2020"
827,"Photo by allabouteve.kdrama on August 13, 2020. 이미지: 사람 1명 이상.","August 13, 2020"
828,"Photo by son j i on July 30, 2020. 이미지: 사람 1명.","July 30, 2020"
829,"{ New }
Kim Ok Vin’s Instagram update with sister Chae Seo Jin.
{ Taealha in Arthdal Chronicles }
-
Repost from @kimokvin
・・・
동생이랑 #장소는 중요하지 않아 #방콕생활  #자매 #코로나극복 #운동하는중",
830,"Photo by Korean Film Shots on July 06, 2020. 이미지: 사람 1명, 앉기.","July 06, 2020"
831,"Photo by ARTHDAL CHRONICLES 아스달연대기 on May 09, 2020. 이미지: 사람 1명, 구름, 하늘, 실외.","May 09, 2020"
832,"Photo by chiharu on March 11, 2020. 이미지: 사람 2명, 텍스트.","March 11, 2020"
833,"Photo by 김창수 on May 26, 2020. 이미지: 음식.","May 26, 2020"
834,"😂😂😂
See you next season 2 of Arthdal Chronicles in 2021
Mangolemonlah via Twitter",
835,"Photo by 유미식당 有味食堂 on June 15, 2020. 이미지: 꽃, 음식, 실내.","June 15, 2020"
836,"Photo by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 18, 2020. 이미지: 사람 3명, 문구: 'IG RTHDALCHRONICLES choseongha_ liked your post.'.","May 18, 2020"
837,"Photo by 호랑CiNe on February 18, 2020. 이미지: 사람 2명, 문구: '상택 상택이한테 뭐 땜어 그래하노'.","February 18, 2020"
838,"0607 วันอื่นอาจจะมีลืมบ้างไรบ้าง แต่วันเกิดจินซอนมีจำได้เสมอ ไม่รู้มีใครชอบฉากนี้บ้างไหมแต่เราชอบ

วันเกิดซอนมี โพสต์ดักอายุไปในตัว ใครจำเพลงนี้ได้แปลว่าเกิดอย่างช้าไม่เกินต้น Gen Y แน่นอน ฮ่าๆ

#kdrama #allabouteve #สงครามแห่งความรัก #이브의모든것 #爱上女主播 #koreandrama #장동건 #张东健 #jangdonggunssi #jdgoppa #ชางดงกอน #jangdonggun #chaerim #yoonhyungchul #金善美 #チャンドンゴン #birthday",
839,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on February 18, 2020 tagging @kimokvin, @netflix, @tvn_joy, @netflixbrasil, @kidohun, @netflixkr, @geewonii, and @tvndrama.official. 이미지: 사람 6명.","February 18, 2020"
840,"Photo by CHOI Jung-Hoon on December 13, 2019. 이미지: 사람 1명 이상.","December 13, 2019"
841,"Photo by Shim, Eun Ha  심은하 on May 03, 2020. 이미지: 사람 2명, 근접 촬영, 실내.","May 03, 2020"
842,"Photo by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 15, 2020. 이미지: 사람 2명, 밤, 텍스트.","May 15, 2020"
843,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on March 03, 2020 tagging @kimokvin, @netflix, @tvn_joy, @netflixkr, @geewonii, and @tvndrama.official. 이미지: 사람 6명, 문구: 'IG I ARTHDALCHRONICLES ARTHD'.","March 03, 2020"
844,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 17, 2020 tagging @netflixkr, @tvndrama.official, and @historydnc. 이미지: 사람 17명, 텍스트.","May 17, 2020"
845,"Photo by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on June 24, 2020. 이미지: 사람 2명, 어린이, 근접 촬영.","June 24, 2020"
846,"Photo by 🐶🐶🐶🐶🐶 on March 22, 2020. 사진 설명이 없습니다..","March 22, 2020"
847,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on March 28, 2020 tagging @kimokvin. 이미지: 사람 1명, 문구: '5 We fell for each each other while hating our own fathers, and we both killed our fathers.'.","March 28, 2020"
848,우리 김지원 🥰 @geewonii x @harpersbazaarkorea 💙,
849,"#디바인리조트 #홍천 #홍천펜션 #홍천리조트
#풀빌라 #콘도 #루프탑 #홍천카페 #풀파티 #낚시
#제트스키 #하우스보트#장동건 #고소영 #권상우 #atv
완전 풀방~
날씨 좋다~
근데 덥다~
⠀",
850,"Photo by 장동건 on August 12, 2020. 이미지: 사람 1명 이상, 텍스트.","August 12, 2020"
851,"Photo by Lourdes Barcenilla in Baltanás, Spain. 사진 설명이 없습니다..",
852,"Photo by PLANNING BEE on March 03, 2020. 이미지: 문구: 'PLANNING BEE CREATIVE AGENCY 창철 NETFLIX'.","March 03, 2020"
853,"#Arthdal_Chronicles #ArthdalChronicles #아스달_연대기 #아스달연대기 #SongJoongki #Song_Joongki #송중기 #송_중기 #KimJiwon #Kim_Jiwon #김지원 #김_지원 #JangDonggun #Jang_Donggun #장동건 #장_동건 #KimOkvin #Kim_Okvin #김옥빈 #김_옥빈
#kdrama #k_drama
2019",
854,"Photo by 吳..! on April 03, 2020. 이미지: 사람 1명 이상.","April 03, 2020"
855,"Photo by 韓国ドラマ記録用♡ on July 04, 2020. 이미지: 사람 2명, 텍스트.","July 04, 2020"
856,"Photo by sube_0528 on August 02, 2020. 이미지: 사람 4명, 앉아 있는 사람들, 실내.","August 02, 2020"
857,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on June 07, 2020 tagging @geewonii. 이미지: 사람 3명, 텍스트.","June 07, 2020"
858,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on April 30, 2020 tagging @netflix, @salt_ent, @netflixbrasil, @netflixkr, and @geewonii. 이미지: 사람 1명 이상.","April 30, 2020"
859,#SpecialMoments #TogetherWeCan #2015INAS글로벌게임 #BGM자체체작 #동수 #보고있나,
860,"Photo by 장한글 on March 16, 2020. 이미지: 사람 1명 이상, 나무, 하늘, 산, 신발, 어린이, 실외, 자연.","March 16, 2020"
861,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 02, 2020 tagging @kimokvin. 이미지: 사람 1명 이상, 근접 촬영.","May 02, 2020"
862,"Photo by Sungmin Son on February 25, 2020. 사진 설명이 없습니다..","February 25, 2020"
863,"Photo by 📣Before Account Songsong0723 on May 19, 2020. 이미지: 사람 2명.","May 19, 2020"
864,"#장동건 #박채림 #이브의모든것 
#張東健 #朴蔡琳
 #allabouteve #allaboutevekdrama #jangdonggun #chaerim #mbckorea #korea #kdrama #koreandrama #kdramascenes #happy #couple#together #drakor #drakorindo #bias #mbcdrama#mbc #viral",
865,"Photo by 민블 on April 21, 2020. 이미지: 사람 2명.","April 21, 2020"
866,"Photo shared by 와인창고 - 제주와인샵 (신대로136) on March 16, 2020 tagging @boutinotwines, and @jejuwineshop. 이미지: 음료.","March 16, 2020"
867,"Photo by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on March 25, 2020. 이미지: 사람 10명, 문구: 'DRAMA IG ARTHDALCHRONICLES REAL'.","March 25, 2020"
868,"Photo shared by ARTHDAL CHRONICLES INDONESIA on June 06, 2020 tagging @geewonii. 이미지: 사람 1명.","June 06, 2020"
869,"#hawaii zumba party~🌴🍍🎉
🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴
🌺  HAWAII ZUMBA PARTY 🌺
🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴
🍍주 제 : ""내가 보내줄께 하와이!!""
🍍일 시 : 2020년 7월13일(월요일)
🍍시 간 : 오전 10시
🍍장 소 : 검암 BLUE & ZUMBA 
🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴
.
.
🎉뜨거운 여름의 시작 7월🌴🌞
코로나19로 해외여행을 못가는 아쉬움을 달래기 위한
 동남아 아닌..이왕 가는거 하와이로 gogo~~🌏✈
""내가 보내줄께 하와이!!"" 하와이 줌바 파티를 합니다..ㅋㅋㅋ🤣🤣🤣
하와이에서 줌바를 쉰나게 하고 온 느낌으로 신명나게 놀아보아욤...💃🕺🌴

.
.

🍍🍌🍍🍌🍍🍌🍍🍌🍍🍌🍍🍌🍍🍌
🎉깜찍한 이벤트 선물(선착순 증정)
🎁안전을 위한 하와이 핸드 메이드 마스크 증정~😷
🎁하와이꽃 ""플루메리아"" 꽃핀 증정~🌺 
🍍🍌🍍🍌🍍🍌🍍🍌🍍🍌🍍🍌🍍🍌

.
.

✔안전을 위한 수칙 준수사항!!
1) 선착순 인원 제한 합니다.
(회원님들 무료,외부인원 선착순 제한)
2) 열체크 및 손소독 등 준수사항 지키기
3) 거리두고 신명나게 즐기기

.
.

✔영상,편집,기술 support 스톡원츄원츄팀💖💖
@dongdongimum @bellus_stalker2 
✔하와이 꽃무늬 핸드 메이드 마스크 @79haeng 💖
✔지영씨 따님 수영이의 멋찐 하와이 그림 작품💖
.
✔창공체대입시 대표님 감사합니다~👍 .
.
.
#하와이줌바파티
#인천줌바 #서구줌바 #검암줌바 #블루줌바 #블루엔줌바 #창공체대입시 
#bluesky__sports 
#hawaii #party #장동건
#zumba #zumbafitness #zumbafitnesskorea #zumbalove #zumbaparty #zumbalife #zumbacommunity #zincommunity_korea #zumbainstructor #zumbakorea",
870,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on March 23, 2020 tagging @geewonii. 이미지: 사람 1명, 근접 촬영.","March 23, 2020"
871,"Photo by 🇰🇷韓ドラ垢🇰🇷 #韓ドラ記録 on August 09, 2020. 이미지: 사람 4명.","August 09, 2020"
872,"Photo by 유머 예능 on March 28, 2020. 이미지: 문구: '신세대 미남 VS 구세대 미남'.","March 28, 2020"
873,"Photo by 미니지니 on March 29, 2020. 이미지: 개.","March 29, 2020"
874,"Photo by 맛티브잡스 kilnamgyu on June 26, 2020. 이미지: 음식.","June 26, 2020"
875,"Photo by ☪️moon_rabi(USA☆） on February 04, 2020. 이미지: 사람 4명.","February 04, 2020"
876,"Photo shared by ARTHDAL CHRONICLES INDONESIA on July 29, 2020 tagging @gobogyeol. 이미지: 사람 3명.","July 29, 2020"
877,"Photo by @ah_mollang on June 13, 2020. 이미지: 개.","June 13, 2020"
878,"~ 👏🏽😂 Yoon Sa-Bong and Yang Kyung-Won as Hae Too-Ak and Teo-Dae for Arthdal Chronicles // See you next season 2
Repost from @sabong_yoon
・・・
수고하셨습니다 🌺고맙습니다
( Drama “Hi Bye, Mama!” on Netflix )",
879,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on May 05, 2020 tagging @geewonii. 이미지: 사람 1명, 서 있음.","May 05, 2020"
880,"Photo by MANGOSIX JAPAN in マンゴーシックスジャパン MANGOSIX JAPAN with @mangosix.japan, and @mangosix.japan_naha. 이미지: 사람 4명, 텍스트.",
881,"Photo by @dodiwoni on July 05, 2020. 이미지: 사람 1명, 음식을 먹는 중, 앉기, 음식.","July 05, 2020"
882,Kyo 27/02/2020 back to Korea 🇰🇷 #김지원 #장동건  #kdrama #dramakorea# songhyekyo#kyo#uaa##songhyekyo #song#송혜교#kyo1122#summer##boyfriend,
883,"Nah kan, udah gini aja. Bikin galau dah😞😞😞😞
.
.
.
#장동건 #박채림 #이브의모든것 
#張東健 #朴蔡琳
 #allabouteve #allaboutevekdrama #jangdonggun #chaerim #mbckorea #korea #kdrama #koreandrama #kdramascenes #happy #couple#together #drakor #drakorindo #bias #mbcdrama#mbc #viral",
884,"Photo by 오브샬롯 주얼리(새계정) on August 25, 2020. 이미지: 사람 1명 이상, 앉아 있는 사람들, 전화.","August 25, 2020"
885,"Photo shared by ARTHDAL CHRONICLES INDONESIA on June 11, 2020 tagging @kimokvin, @netflixkr, @arthdalchronicles, @geewonii, @arthdalchroniclesofficial, and @tvndrama.official. 이미지: 사람 6명, 문구: 'soompi ""Arthdal Chronicles"" Reportedly Delays Production Of 2nd Season + Production Company Responds'.","June 11, 2020"
886,"Photo by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on February 07, 2020. 이미지: 사람 4명, 텍스트.","February 07, 2020"
887,"Photo by 미니지니 on March 22, 2020. 사진 설명이 없습니다..","March 22, 2020"
888,"See you next season, Yang Cha ⛓ #ArthdalChroniclesOnNetflix",
889,"Photo by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on April 29, 2020. 이미지: 사람 1명 이상, 근접 촬영.","April 29, 2020"
890,"Photo by 박세철 on July 28, 2020. 이미지: 사람 1명, 안경, 근접 촬영, 실내.","July 28, 2020"
891,"Photo by NEVI on July 23, 2020. 이미지: 사람 3명.","July 23, 2020"
892,"Photo by 韓ドラ垢 on April 14, 2020. 이미지: 사람 2명, 문구: '운명을 걸정짓는 건, 우언이 아니라 선택이다 KBS2TV 수목드라마 목드라마 슈츠 2018년 25일 10시 첫방송 장동건 박형식'.","April 14, 2020"
893,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on February 17, 2020 tagging @geewonii. 이미지: 사람 1명, 근접 촬영.","February 17, 2020"
894,"Photo by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on July 06, 2020. 이미지: 문구: 'MY HEART EUNSEOM x TANYA OnlyBlackSheep SAYA x TANYA TANYA x YANGCHA'.","July 06, 2020"
895,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 16, 2020 tagging @choseongha_. 이미지: 사람 8명, 턱수염, 텍스트, 실외.","May 16, 2020"
896,"Photo by 😜풉 맛집😜 on April 07, 2020. 이미지: 사람 1명, 실내.","April 07, 2020"
897,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on March 21, 2020 tagging @geewonii. 이미지: 사람 1명, 서 있음, 바다, 하늘, 실외, 자연, 물.","March 21, 2020"
898,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on June 19, 2020 tagging @netflixkr, and @tvndrama.official. 이미지: 사람 2명.","June 19, 2020"
899,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 16, 2020 tagging @gobogyeol, @s.jongho, @khunsta0624, and @upjerb. 이미지: 사람 4명, 문구: 'IG ARTHDALCHRONICLES ES ARTHD'.","May 16, 2020"
900,"~ Dramas ♥️
Arthdal Chronicles and The King: Monarch of Eternity",
901,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on March 12, 2020 tagging @hbo, @netflix, @gameofthrones, @tvn_joy, @netflixbrasil, @leonardodicaprio, @netflixes, @netflixpt, @strangerthingstv, @netflixkr, @thecwriverdale, and @tvndrama.official. 사진 설명이 없습니다..","March 12, 2020"
902,"Photo by Kim Ji Won Philippines 🇵🇭 on February 12, 2020. 이미지: 사람 4명, 문구: '일간스포츠 [단독]'아스달 연대기' 새 시즌 올 가을 크랭크인 본문듣기 설정 기사입력 2020.02 2020.02.13.오전8:0 13. 오전 8:02 'Arthdal Chronicles' reportedly to begin the production of Season 2 this fall [일간스포츠 김진석] @kimjiwon ph'.","February 12, 2020"
903,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on June 09, 2020 tagging @netflix, @salt_ent, @netflixkr, @geewonii, @tvndrama.official, and @historydnc. 이미지: 사람 4명, 문구: 'IG ARTHDALCHRONICLES ES ICL @al.khf 3 Rej.h'.","June 09, 2020"
904,"Photo by 이정수 on May 27, 2020. 이미지: 사람 1명 이상.","May 27, 2020"
905,"Photo by 뽀롱뽀롱 끄적끄적 on June 20, 2020. 이미지: 사람 1명, 서 있음.","June 20, 2020"
906,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on March 22, 2020 tagging @yejunekim, and @teoyoo. 이미지: 사람 6명, 문구: 'RE yejunekim liked your post.'.","March 22, 2020"
907,"👏👏👍@Regran_ed from @regina8250 -  먼저 찾아가서 싸인해주는 저 인성보소.. 팬서비스 미쳤다 유진아 항상 고마워 ♡
#창궐무대인사#창궐#rampant#영화#movie#영화스타그램#현빈#장동건#조우진#정만식#이선빈#김성훈감독#무대인사#무인#롯데시네마건대입구#잘봤습니다#눈누난나#죠으다#오호호홍 - #regrann  #HyunBin #rampant",
908,"Photo by 카오리1105 on May 22, 2020. 이미지: 사람 2명, 텍스트.","May 22, 2020"
909,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 02, 2020 tagging @kimokvin. 이미지: 밤.","May 02, 2020"
910,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on March 24, 2020 tagging @geewonii. 이미지: 사람 1명.","March 24, 2020"
